book-imbalance,mid_price,timestamp
19244.909612434676,532.35,2022-05-21 22:20:31
16861.013808039217,532.35,2022-05-21 22:20:34
16869.435052097775,532.35,2022-05-21 22:20:36
16864.647659679646,532.35,2022-05-21 22:20:38
16864.647659679646,532.35,2022-05-21 22:20:40
16864.647659679646,532.35,2022-05-21 22:20:42
16864.78751219814,532.35,2022-05-21 22:20:44
16864.78751219814,532.35,2022-05-21 22:20:47
16864.78751219814,532.35,2022-05-21 22:20:49
16864.78751219814,532.35,2022-05-21 22:20:51
16864.78751219814,532.35,2022-05-21 22:20:53
16864.78751219814,532.35,2022-05-21 22:20:55
16864.78751219814,532.35,2022-05-21 22:20:57
16864.78751219814,532.35,2022-05-21 22:20:59
16864.78751219814,532.35,2022-05-21 22:21:02
16864.78751219814,532.35,2022-05-21 22:21:04
16866.343422374415,532.35,2022-05-21 22:21:06
19923.46811726038,532.35,2022-05-21 22:21:08
20393.17083601123,532.35,2022-05-21 22:21:10
19271.380977233715,532.4000000000001,2022-05-21 22:21:12
16814.673649607557,532.5999999999999,2022-05-21 22:21:15
19394.400952407697,532.5999999999999,2022-05-21 22:21:17
19423.003751247998,532.5999999999999,2022-05-21 22:21:19
19423.003751247998,532.5999999999999,2022-05-21 22:21:21
19423.003751247998,532.5999999999999,2022-05-21 22:21:23
19024.684333121953,532.5999999999999,2022-05-21 22:21:25
19024.684333121953,532.5999999999999,2022-05-21 22:21:28
18784.07337999014,532.5999999999999,2022-05-21 22:21:30
18784.07337999014,532.5999999999999,2022-05-21 22:21:32
18784.07337999014,532.5999999999999,2022-05-21 22:21:34
18784.07337999014,532.5999999999999,2022-05-21 22:21:36
18784.07337999014,532.5999999999999,2022-05-21 22:21:39
18784.07337999014,532.5999999999999,2022-05-21 22:21:41
18784.07337999014,532.5999999999999,2022-05-21 22:21:43
20596.949686625667,532.55,2022-05-21 22:21:45
19492.220743460726,532.5999999999999,2022-05-21 22:21:47
19492.220743460726,532.5999999999999,2022-05-21 22:21:50
19746.894843281934,532.5999999999999,2022-05-21 22:21:52
19746.894843281934,532.5999999999999,2022-05-21 22:21:54
19746.894843281934,532.5999999999999,2022-05-21 22:21:56
19660.506164708328,532.5999999999999,2022-05-21 22:21:58
19746.421459257046,532.5999999999999,2022-05-21 22:22:00
19370.150852396444,532.5999999999999,2022-05-21 22:22:03
19370.150852396444,532.5999999999999,2022-05-21 22:22:05
19370.150852396444,532.5999999999999,2022-05-21 22:22:07
19735.115005819967,532.5999999999999,2022-05-21 22:22:09
19735.115005819967,532.5999999999999,2022-05-21 22:22:11
19652.408501946917,532.5999999999999,2022-05-21 22:22:14
19651.009641580433,532.5999999999999,2022-05-21 22:22:16
19651.009641580433,532.5999999999999,2022-05-21 22:22:18
20395.0402610008,532.55,2022-05-21 22:22:20
19375.05771071493,532.4000000000001,2022-05-21 22:22:22
19662.91943358137,532.4000000000001,2022-05-21 22:22:24
19665.49767194469,532.4000000000001,2022-05-21 22:22:27
19665.49767194469,532.4000000000001,2022-05-21 22:22:29
19540.92128587785,532.4000000000001,2022-05-21 22:22:31
19540.92128587785,532.4000000000001,2022-05-21 22:22:33
19540.92128587785,532.4000000000001,2022-05-21 22:22:36
19540.92128587785,532.4000000000001,2022-05-21 22:22:38
21071.516209014026,532.35,2022-05-21 22:22:40
21071.98382734068,532.35,2022-05-21 22:22:43
21071.98382734068,532.35,2022-05-21 22:22:45
21071.98382734068,532.35,2022-05-21 22:22:47
21071.98382734068,532.35,2022-05-21 22:22:49
21096.63831745689,532.35,2022-05-21 22:22:51
20604.14750247716,532.35,2022-05-21 22:22:53
20604.14750247716,532.35,2022-05-21 22:22:56
20604.14750247716,532.35,2022-05-21 22:22:58
20604.14750247716,532.35,2022-05-21 22:23:00
20571.321154648715,532.35,2022-05-21 22:23:02
20604.10081735905,532.35,2022-05-21 22:23:04
20086.970970158018,532.35,2022-05-21 22:23:07
20606.1348271482,532.35,2022-05-21 22:23:09
20606.13300566643,532.35,2022-05-21 22:23:11
20606.13300566643,532.35,2022-05-21 22:23:13
20606.13300566643,532.35,2022-05-21 22:23:16
20606.13300566643,532.35,2022-05-21 22:23:18
20606.324032182827,532.35,2022-05-21 22:23:20
20606.324032182827,532.35,2022-05-21 22:23:22
20655.29365464205,532.35,2022-05-21 22:23:24
20655.29365464205,532.35,2022-05-21 22:23:27
20677.909353205723,532.35,2022-05-21 22:23:29
20645.255114525153,532.35,2022-05-21 22:23:31
20645.255114525153,532.35,2022-05-21 22:23:33
20645.255114525153,532.35,2022-05-21 22:23:35
16509.18057112442,532.65,2022-05-21 22:23:37
18161.093709429726,532.55,2022-05-21 22:23:40
19412.890737120695,532.55,2022-05-21 22:23:42
20260.964067087527,532.55,2022-05-21 22:23:44
20260.964067087527,532.55,2022-05-21 22:23:46
20149.88966095536,532.55,2022-05-21 22:23:48
21321.61688533173,532.5,2022-05-21 22:23:51
21499.751069094582,532.5,2022-05-21 22:23:53
21499.751069094582,532.5,2022-05-21 22:23:55
20492.752051180447,532.55,2022-05-21 22:23:57
20492.774256020224,532.55,2022-05-21 22:23:59
21396.462314266868,532.45,2022-05-21 22:24:01
21434.404136654077,532.45,2022-05-21 22:24:04
21416.92555063114,532.45,2022-05-21 22:24:06
21416.92555063114,532.45,2022-05-21 22:24:08
21416.92555063114,532.45,2022-05-21 22:24:10
21416.92555063114,532.45,2022-05-21 22:24:12
21419.94924126188,532.45,2022-05-21 22:24:15
21419.94924126188,532.45,2022-05-21 22:24:17
21419.94924126188,532.45,2022-05-21 22:24:19
21433.364925688235,532.15,2022-05-21 22:24:21
20526.76514311756,532.15,2022-05-21 22:24:23
19199.426259062522,532.4000000000001,2022-05-21 22:24:26
19761.068636642412,532.35,2022-05-21 22:24:28
19761.068636642412,532.35,2022-05-21 22:24:30
19761.068636642412,532.35,2022-05-21 22:24:32
19835.70638697544,532.35,2022-05-21 22:24:34
17660.448531613616,532.35,2022-05-21 22:24:36
17660.448531613616,532.35,2022-05-21 22:24:39
17660.448531613616,532.35,2022-05-21 22:24:41
17660.448531613616,532.35,2022-05-21 22:24:43
17661.40436787654,532.35,2022-05-21 22:24:45
17661.40436787654,532.35,2022-05-21 22:24:47
17359.22809301653,532.35,2022-05-21 22:24:49
17359.22809301653,532.35,2022-05-21 22:24:52
17359.22809301653,532.35,2022-05-21 22:24:54
17359.22809301653,532.35,2022-05-21 22:24:56
15898.358364818987,532.35,2022-05-21 22:24:58
17457.14551460615,532.35,2022-05-21 22:25:00
17368.065422068754,532.3,2022-05-21 22:25:03
17469.67484646283,532.3,2022-05-21 22:25:05
17469.67484646283,532.3,2022-05-21 22:25:07
17469.67484646283,532.3,2022-05-21 22:25:09
17604.746147083086,532.3,2022-05-21 22:25:11
14846.606784571111,532.35,2022-05-21 22:25:14
14846.606784571111,532.35,2022-05-21 22:25:16
14846.522588599717,532.35,2022-05-21 22:25:18
14846.522588599717,532.35,2022-05-21 22:25:20
14846.522588599717,532.35,2022-05-21 22:25:22
14822.491310038939,532.35,2022-05-21 22:25:24
12400.53256617586,532.35,2022-05-21 22:25:27
12398.273992114584,532.35,2022-05-21 22:25:29
13848.694305231453,532.35,2022-05-21 22:25:31
13848.694305231453,532.35,2022-05-21 22:25:33
13848.69248248031,532.35,2022-05-21 22:25:35
13848.69248248031,532.35,2022-05-21 22:25:37
13848.682433167154,532.35,2022-05-21 22:25:40
12296.246988742656,532.35,2022-05-21 22:25:42
12296.246988742656,532.35,2022-05-21 22:25:44
12296.246988742656,532.35,2022-05-21 22:25:46
13912.093471838456,532.35,2022-05-21 22:25:48
13912.093471838456,532.35,2022-05-21 22:25:50
12661.207002128534,532.35,2022-05-21 22:25:53
12661.207002128534,532.35,2022-05-21 22:25:55
12661.207002128534,532.35,2022-05-21 22:25:57
12661.20640691095,532.35,2022-05-21 22:25:59
12661.20640691095,532.35,2022-05-21 22:26:01
12661.20640691095,532.35,2022-05-21 22:26:04
12661.20640691095,532.35,2022-05-21 22:26:06
12661.249340657516,532.35,2022-05-21 22:26:08
12568.247621513076,532.25,2022-05-21 22:26:10
12578.766216660793,532.25,2022-05-21 22:26:12
12982.7710442543,532.15,2022-05-21 22:26:15
15990.290109326806,532.0999999999999,2022-05-21 22:26:17
16020.538764293318,532.15,2022-05-21 22:26:19
16020.538764293318,532.15,2022-05-21 22:26:21
16020.538764293318,532.15,2022-05-21 22:26:23
16021.00821283203,532.15,2022-05-21 22:26:25
16009.350554259448,532.15,2022-05-21 22:26:28
16009.350554259448,532.15,2022-05-21 22:26:30
16009.350554259448,532.15,2022-05-21 22:26:32
16009.350554259448,532.15,2022-05-21 22:26:34
16009.350554259448,532.15,2022-05-21 22:26:36
16001.67798496457,532.15,2022-05-21 22:26:39
16001.67798496457,532.15,2022-05-21 22:26:41
16001.67798496457,532.15,2022-05-21 22:26:43
16001.67798496457,532.15,2022-05-21 22:26:45
16001.67798496457,532.15,2022-05-21 22:26:47
19308.236985088766,532.0,2022-05-21 22:26:50
17960.356142306664,532.0,2022-05-21 22:26:52
18066.723351623285,532.0,2022-05-21 22:26:54
18066.723351623285,532.0,2022-05-21 22:26:57
18066.723351623285,532.0,2022-05-21 22:26:59
15960.375743007715,531.9,2022-05-21 22:27:01
15960.375743007715,531.9,2022-05-21 22:27:03
16028.721761132236,531.9,2022-05-21 22:27:05
16028.721761132236,531.9,2022-05-21 22:27:08
16019.708144520884,531.9,2022-05-21 22:27:10
16019.528920735915,531.9,2022-05-21 22:27:12
16090.134442356719,531.9,2022-05-21 22:27:14
14269.258600939555,531.9,2022-05-21 22:27:16
16090.134442356719,531.9,2022-05-21 22:27:18
14268.016346543829,531.9,2022-05-21 22:27:21
14268.016346543829,531.9,2022-05-21 22:27:23
17313.760455882984,531.8499999999999,2022-05-21 22:27:25
17313.760455882984,531.8499999999999,2022-05-21 22:27:27
14297.449167364633,531.9,2022-05-21 22:27:29
15810.190291742801,531.9,2022-05-21 22:27:31
15815.201640735908,531.9,2022-05-21 22:27:34
15815.201640735908,531.9,2022-05-21 22:27:36
13293.911236647262,531.9,2022-05-21 22:27:38
